submission_id,problem_id,outcome,classification,stderr_tail
s195513502,p03593,FAILED,OTHER,"uto itr : cnt) {
   ^~~
D:\Dev\Github\transformer-defect-prediction\data\processed\sources\p03593\C++\s195513502.cpp:53:1: error: expected '}' at end of input
 }
 ^
D:\Dev\Github\transformer-defect-prediction\data\processed\sources\p03593\C++\s195513502.cpp:53:1: error: expected '}' at end of input
"
s249279365,p03072,FAILED,OTHER,"\Github\transformer-defect-prediction\data\processed\sources\p03072\C++\s249279365.cpp: In function 'int main()':
D:\Dev\Github\transformer-defect-prediction\data\processed\sources\p03072\C++\s249279365.cpp:16:19: error: 'i' was not declared in this scope
     int max_=yama[i];
                   ^
"
s093859477,p03136,FAILED,OTHER,"\transformer-defect-prediction\data\processed\sources\p03136\C++\s093859477.cpp:20:4: error: expected unqualified-id before 'else'
   }else{
    ^~~~
D:\Dev\Github\transformer-defect-prediction\data\processed\sources\p03136\C++\s093859477.cpp:23:1: error: expected declaration before '}' token
 }
 ^
"
s179533081,p03707,FAILED,OTHER,"script
         int edge_num_ver = ac_edge_ver[x2[i]][y2[i]] - ac_edge_ver[x2[i]][y1[i]] - ac_edge_ver[x1[i] - 1][y2[i]] + ac_edge_ver[x1[i] - 1][y1[i]];
                                                                                                                                                ^
"
s041516784,p01603,FAILED,OTHER,"oken
  }
  ^
D:\Dev\Github\transformer-defect-prediction\data\processed\sources\p01603\C++\s041516784.cpp:29:2: error: expected ')' before '}' token
D:\Dev\Github\transformer-defect-prediction\data\processed\sources\p01603\C++\s041516784.cpp:29:2: error: expected primary-expression before '}' token
"
s203500032,p03586,FAILED,OTHER,"D:\Dev\Github\transformer-defect-prediction\data\processed\sources\p03586\C++\s203500032.cpp: In function 'void crt(ll&, int, int, int, int)':
D:\Dev\Github\transformer-defect-prediction\data\processed\sources\p03586\C++\s203500032.cpp:48:1: error: expected ';' before '}' token
 }
 ^
"
s070507298,p02659,COMPILED_CLEAN,,
s521053339,p01304,FAILED,OTHER,"double)'
    if(x1==x2)v[x1][max(y1,y2)]=1;
                             ^
D:\Dev\Github\transformer-defect-prediction\data\processed\sources\p01304\C++\s521053339.cpp:16:25: error: invalid types 'int [16][double(double)]' for array subscript
    else h[max(x1,x2)][y1]=1;
                         ^
"
s616226337,p03904,FAILED,OTHER,"904\C++\s616226337.cpp:571:5: error: 'n' was not declared in this scope
     n = len(s);
     ^
D:\Dev\Github\transformer-defect-prediction\data\processed\sources\p03904\C++\s616226337.cpp:581:24: error: 'possible' was not declared in this scope
         if(possible(mid)){
                        ^
"
s603246528,p04051,FAILED,OTHER,"3246528.cpp: In function 'int main()':
D:\Dev\Github\transformer-defect-prediction\data\processed\sources\p04051\C++\s603246528.cpp:1511:28: error: invalid operands of types 'double' and 'const long long int' to binary 'operator%'
     int val = round(ab[i]) % MOD;
               ~~~~~~~~~~~~~^~~~~
"
s990823387,p02506,FAILED,OTHER,"sformer-defect-prediction\data\processed\sources\p02506\C++\s990823387.cpp: In function 'int main()':
D:\Dev\Github\transformer-defect-prediction\data\processed\sources\p02506\C++\s990823387.cpp:11:19: error: 'w' was not declared in this scope
  for(int i = 0; i<w.size(); i++){
                   ^
"
s507658058,p03546,FAILED,OTHER,"sformer-defect-prediction\data\processed\sources\p03546\C++\s507658058.cpp:1:1: error: 'package' does not name a type
 package main
 ^~~~~~~
D:\Dev\Github\transformer-defect-prediction\data\processed\sources\p03546\C++\s507658058.cpp:25:4: error: expected unqualified-id before ')' token
  }()
    ^
"
s204445398,p02660,FAILED,OTHER,"
D:\Dev\Github\transformer-defect-prediction\data\processed\sources\p02660\C++\s204445398.cpp:33:5: error: 'k' was not declared in this scope
     k=1;
     ^
D:\Dev\Github\transformer-defect-prediction\data\processed\sources\p02660\C++\s204445398.cpp:40:1: error: expected '}' at end of input
 }
 ^
"
s017256432,p03536,FAILED,OTHER,"w]){
                              ^
D:\Dev\Github\transformer-defect-prediction\data\processed\sources\p03536\C++\s017256432.cpp:80:55: error: 'p' was not declared in this scope
                 dp[next][j]=min(dp[now][j],dp[now][j]+p[now]);
                                                       ^
"
s184111103,p01969,COMPILED_CLEAN,,
s360510637,p02743,FAILED,OTHER,"ction\data\processed\sources\p02743\C++\s360510637.cpp:8:10: error: conflicting declaration 'double c'
   double c=sqrt(c);
          ^
D:\Dev\Github\transformer-defect-prediction\data\processed\sources\p02743\C++\s360510637.cpp:5:11: note: previous declaration as 'int c'
   int a,b,c;
           ^
"
s660337846,p00233,FAILED,OTHER,"ocessed\sources\p00233\C++\s660337846.cpp: In function 'long long int solve(int)':
D:\Dev\Github\transformer-defect-prediction\data\processed\sources\p00233\C++\s660337846.cpp:11:34: error: 'abs' was not declared in this scope
  ans[p] = abs(ans[p] - (now % 10));
                                  ^
"
s038643406,p02959,FAILED,OTHER,"es\p02959\C++\s038643406.cpp:11:16: error: 'a' was not declared in this scope
         A[i] = a[i];
                ^
D:\Dev\Github\transformer-defect-prediction\data\processed\sources\p02959\C++\s038643406.cpp:15:16: error: 'b' was not declared in this scope
         B[i] = b[i];
                ^
"
s790400062,p03851,FAILED,OTHER,"+\s790400062.cpp:66:98: note:   mismatched types 'std::initializer_list<_Tp>' and 'long long int'
             answer[u.se] = max(answer[u.se] , ansPref[l - 1] + ansSuf[l + 1] + max(0ll , 1 - u.fi));
                                                                                                  ^
"
s351805508,p03266,FAILED,OTHER,"66\C++\s351805508.cpp:9:17: error: 'ans' was not declared in this scope
   if(k&1){cout<<ans;return 0;}
                 ^~~
D:\Dev\Github\transformer-defect-prediction\data\processed\sources\p03266\C++\s351805508.cpp:11:3: error: 'ans' was not declared in this scope
   ans+=1ll*cnt*cnt*cnt;
   ^~~
"
s282162805,p00239,FAILED,OTHER,"D:\Dev\Github\transformer-defect-prediction\data\processed\sources\p00239\C++\s282162805.cpp:24:1: error: expected ';' after class definition
 }
 ^
"
s706322110,p00708,FAILED,OTHER,"ion\data\processed\sources\p00708\C++\s706322110.cpp: In function 'int main()':
D:\Dev\Github\transformer-defect-prediction\data\processed\sources\p00708\C++\s706322110.cpp:93:35: error: 'sqrt' was not declared in this scope
      (z[i] - z[j]) * (z[i] - z[j]));
                                   ^
"
s383084791,p03853,FAILED,OTHER,"\s383084791.cpp:7:15: error: expected primary-expression before '>' token
  vector<string> M(h);
               ^
D:\Dev\Github\transformer-defect-prediction\data\processed\sources\p03853\C++\s383084791.cpp:7:20: error: 'M' was not declared in this scope
  vector<string> M(h);
                    ^
"
s698001469,p03195,FAILED,OTHER,"01469.cpp:18:3: error: 'cout' was not declared in this scope
   cout << ""second"" << endl;
   ^~~~
D:\Dev\Github\transformer-defect-prediction\data\processed\sources\p03195\C++\s698001469.cpp:18:23: error: 'endl' was not declared in this scope
   cout << ""second"" << endl;
                       ^~~~
"
s982779099,p03062,FAILED,OTHER,"D:\Dev\Github\transformer-defect-prediction\data\processed\sources\p03062\C++\s982779099.cpp:1:25: fatal error: bits/stdc..+h: No such file or directory
 #include <bits/stdc..+h>
                         ^
compilation terminated.
"
s716595758,p02885,FAILED,OTHER,":initializer_list<_Tp>' and 'long long int'
   cout << max(a-2*b,0) <<endl;
                      ^
D:\Dev\Github\transformer-defect-prediction\data\processed\sources\p02885\C++\s716595758.cpp:10:30: error: expected '}' at end of input
   cout << max(a-2*b,0) <<endl;
                              ^
"
s144179434,p03140,COMPILED_CLEAN,,
s471576036,p02498,FAILED,OTHER,"ared in this scope
         else if(isupper(a[i])){
                             ^
D:\Dev\Github\transformer-defect-prediction\data\processed\sources\p02498\C++\s471576036.cpp:11:32: error: 'tolower' was not declared in this scope
             a[i] = tolower(a[i]);
                                ^
"
s315716477,p03125,FAILED,OTHER,"D:\Dev\Github\transformer-defect-prediction\data\processed\sources\p03125\C++\s315716477.cpp:1:22: fatal error: bits/stdc++: No such file or directory
 #include<bits/stdc++>
                      ^
compilation terminated.
"
s523954673,p03765,FAILED,OTHER,"D:\Dev\Github\transformer-defect-prediction\data\processed\sources\p03765\C++\s523954673.cpp:123:1: error: expected ',' or ';' before 'int'
 int main(void){
 ^~~
"
s801313505,p02314,FAILED,OTHER,"a\processed\sources\p02314\C++\s801313505.cpp: In function 'int solve()':
D:\Dev\Github\transformer-defect-prediction\data\processed\sources\p02314\C++\s801313505.cpp:12:37: error: 'memset' was not declared in this scope
     memset(coin, MAX_N, sizeof(coin));
                                     ^
"
s030325067,p00920,COMPILED_CLEAN,,
s898836794,p00431,FAILED,OTHER,"36794.cpp:6:2: error: 'u' was not declared in this scope
  u[pos] = 1; int ret = 0;
  ^
D:\Dev\Github\transformer-defect-prediction\data\processed\sources\p00431\C++\s898836794.cpp:7:21: error: 'rings' was not declared in this scope
  for(int i = 0; i < rings[pos]; i++) {
                     ^~~~~
"
s766169532,p02709,FAILED,OTHER,"D:\Dev\Github\transformer-defect-prediction\data\processed\sources\p02709\C++\s766169532.cpp: In function 'int main()':
D:\Dev\Github\transformer-defect-prediction\data\processed\sources\p02709\C++\s766169532.cpp:51:5: error: 'posr' was not declared in this scope
     posr = i ;
     ^~~~
"
s959496256,p03400,FAILED,OTHER,"t main()':
D:\Dev\Github\transformer-defect-prediction\data\processed\sources\p03400\C++\s959496256.cpp:48:3: error: 'co' was not declared in this scope
   co
   ^~
D:\Dev\Github\transformer-defect-prediction\data\processed\sources\p03400\C++\s959496256.cpp:48:3: error: expected '}' at end of input
"
s482333488,p00240,FAILED,OTHER,"r-defect-prediction\data\processed\sources\p00240\C++\s482333488.cpp: In function 'int main()':
D:\Dev\Github\transformer-defect-prediction\data\processed\sources\p00240\C++\s482333488.cpp:23:27: error: 'sort' was not declared in this scope
   sort(S.rbegin(),S.rend());
                           ^
"
s428691046,p03638,FAILED,OTHER,"stream:61:18: note:   'std::cout'
   extern ostream cout;  /// Linked to standard output
                  ^~~~
D:\Dev\Github\transformer-defect-prediction\data\processed\sources\p03638\C++\s428691046.cpp:23:15: error: 'c' was not declared in this scope
    else cout<<c[i][j]<<"" "";
               ^
"
s222794470,p02392,FAILED,OTHER,"\gcc\mingw32\6.3.0\include\c++\iostream:39:0,
                 from D:\Dev\Github\transformer-defect-prediction\data\processed\sources\p02392\C++\s222794470.cpp:1:
c:\mingw\lib\gcc\mingw32\6.3.0\include\c++\ostream:590:5: note:   'std::endl'
     endl(basic_ostream<_CharT, _Traits>& __os)
     ^~~~
"
s620504562,p02771,FAILED,OTHER,"b\transformer-defect-prediction\data\processed\sources\p02771\C++\s620504562.cpp:13:1: error: expected unqualified-id before 'if'
 if(poor)
 ^~
D:\Dev\Github\transformer-defect-prediction\data\processed\sources\p02771\C++\s620504562.cpp:17:1: error: expected unqualified-id before 'else'
 else
 ^~~~
"
s953354342,p03019,FAILED,OTHER,"ction\data\processed\sources\p03019\C++\s953354342.cpp: In function 'int main()':
D:\Dev\Github\transformer-defect-prediction\data\processed\sources\p03019\C++\s953354342.cpp:48:31: error: expected ',' or ';' before numeric constant
    ll how = -(origin/dif) ï¼‹ 1;
                               ^
"
s358826329,p02948,FAILED,OTHER,"rces\p02948\C++\s358826329.cpp:39:5: error: expected ';' before '}' token
     }
     ^
D:\Dev\Github\transformer-defect-prediction\data\processed\sources\p02948\C++\s358826329.cpp:43:35: error: expected ';' before ')' token
             for(int j=0;j<=date[i]){
                                   ^
"
s827888470,p01457,FAILED,OTHER,"d '}' at end of input
 }
 ^
D:\Dev\Github\transformer-defect-prediction\data\processed\sources\p01457\C++\s827888470.cpp:104:1: error: expected '}' at end of input
D:\Dev\Github\transformer-defect-prediction\data\processed\sources\p01457\C++\s827888470.cpp:104:1: error: expected '}' at end of input
"
s675070376,p03284,FAILED,OTHER,", _Alloc>&&) [with _CharT = char; _Traits = std::char_traits<char>; _Alloc = std::allocator<char>]
       operator=(basic_string&& __str)
       ^~~~~~~~
D:\Dev\Github\transformer-defect-prediction\data\processed\sources\p03284\C++\s675070376.cpp:13:3: error: expected ';' before '}' token
   }
   ^
"
s645410758,p02765,FAILED,OTHER,"D:\Dev\Github\transformer-defect-prediction\data\processed\sources\p02765\C++\s645410758.cpp: In function 'int main()':
D:\Dev\Github\transformer-defect-prediction\data\processed\sources\p02765\C++\s645410758.cpp:13:3: error: expected '}' at end of input
   }
   ^
"
s780379064,p03563,FAILED,OTHER,": In function 'int main()':
D:\Dev\Github\transformer-defect-prediction\data\processed\sources\p03563\C++\s780379064.cpp:6:25: error: invalid operands of types 'int' and '<unresolved overloaded function type>' to binary 'operator<<'
   cout << (a + b) * 0,5 << endl;
                       ~~^~~~~~~
"
s615465828,p03909,FAILED,OTHER,"es\p03909\C++\s615465828.cpp:13:15: error: 'j' was not declared in this scope
   REP(i,h) RE(j,w){
               ^
D:\Dev\Github\transformer-defect-prediction\data\processed\sources\p03909\C++\s615465828.cpp:13:18: error: 'RE' was not declared in this scope
   REP(i,h) RE(j,w){
                  ^
"
s454581177,p03534,FAILED,OTHER,"D:\Dev\Github\transformer-defect-prediction\data\processed\sources\p03534\C++\s454581177.cpp: In function 'int main()':
D:\Dev\Github\transformer-defect-prediction\data\processed\sources\p03534\C++\s454581177.cpp:72:1: error: expected '}' at end of input
 }
 ^
"
s132980629,p04023,FAILED,OTHER,"D:\Dev\Github\transformer-defect-prediction\data\processed\sources\p04023\C++\s132980629.cpp:6:9: error: '::main' must return 'int'
 ll main()
         ^
"
s975504216,p00780,FAILED,OTHER,"0\C++\s975504216.cpp:26:9: error: 'scan' was not declared in this scope
   while(scan.hasNext()){
         ^~~~
D:\Dev\Github\transformer-defect-prediction\data\processed\sources\p00780\C++\s975504216.cpp:36:4: error: 'System' was not declared in this scope
    System.out.println(count);
    ^~~~~~
"
s179920724,p01810,COMPILED_CLEAN,,"r-defect-prediction\data\processed\sources\p01810\C++\s179920724.cpp: In function 'int main()':
D:\Dev\Github\transformer-defect-prediction\data\processed\sources\p01810\C++\s179920724.cpp:19:14: warning: overflow in implicit constant conversion [-Woverflow]
   ll l=0LL,r=10e18;
              ^~~~~
"
s958884247,p03309,FAILED,OTHER,"D:\Dev\Github\transformer-defect-prediction\data\processed\sources\p03309\C++\s958884247.cpp: In function 'int main()':
D:\Dev\Github\transformer-defect-prediction\data\processed\sources\p03309\C++\s958884247.cpp:29:9: error: 'k' was not declared in this scope
         k=n-m-m;
         ^
"
s599930418,p00028,FAILED,OTHER,"  ) d[buf-1]++;
                                  ^~~
D:\Dev\Github\transformer-defect-prediction\data\processed\sources\p00028\C++\s599930418.cpp:17:47: error: 'printf' was not declared in this scope
         if( d[i] >= buff ) printf( ""%d\n"",i+1 );
                                               ^
"
s057322959,p03266,FAILED,OTHER,"ata\processed\sources\p03266\C++\s057322959.cpp: In function 'int main()':
D:\Dev\Github\transformer-defect-prediction\data\processed\sources\p03266\C++\s057322959.cpp:16:32: error: expected unqualified-id before numeric constant
        ll temp = n/(k/2)- n/k, 3);
                                ^
"
s096566787,p03560,FAILED,OTHER,"substitution failed:
D:\Dev\Github\transformer-defect-prediction\data\processed\sources\p03560\C++\s096566787.cpp:19:50: note:   mismatched types 'std::initializer_list<_Tp>' and 'long long int'
  for(i=1;i<=100000;++i)ans=std::min(ans,calc(n*i));
                                                  ^
"
s223494113,p00695,FAILED,OTHER,"ion\data\processed\sources\p00695\C++\s223494113.cpp:31:9: error: expected primary-expression before '==' token
   if(not==1){
         ^~
D:\Dev\Github\transformer-defect-prediction\data\processed\sources\p00695\C++\s223494113.cpp:32:5: error: 'my' was not declared in this scope
     my=n;
     ^~
"
s419025869,p04032,FAILED,OTHER,"ic_string<_CharT, _Traits, _Alloc>::length() const [with _CharT = char; _Traits = std::char_traits<char>; _Alloc = std::allocator<char>; std::__cxx11::basic_string<_CharT, _Traits, _Alloc>::size_type = unsigned int]' (did you forget the '&' ?)
  if(s.length==1)cout << ""-1 -1"" << endl;
     ~~^~~~~~
"
s289764727,p00469,COMPILED_CLEAN,,
s720833990,p00806,FAILED,OTHER,"ect-prediction\data\processed\sources\p00806\C++\s720833990.cpp:40:3: error: expected unqualified-id before 'return'
   return dp[str]=res;
   ^~~~~~
D:\Dev\Github\transformer-defect-prediction\data\processed\sources\p00806\C++\s720833990.cpp:41:1: error: expected declaration before '}' token
 }
 ^
"
s539618261,p02293,FAILED,OTHER,"ansformer-defect-prediction\data\processed\sources\p02293\C++\s539618261.cpp:328:79: error: 'upper_bound' was not declared in this scope
       set<int>::iterator e = upper_bound(BT.begin(),BT.end(),S[EP[i].seg].p2.x);
                                                                               ^
"
s998376459,p02900,FAILED,OTHER," ':' token
D:\Dev\Github\transformer-defect-prediction\data\processed\sources\p02900\C++\s998376459.cpp:33:25: error: expected ')' before ':' token
D:\Dev\Github\transformer-defect-prediction\data\processed\sources\p02900\C++\s998376459.cpp:33:25: error: expected primary-expression before ':' token
"
s927092130,p03019,FAILED,OTHER,"rediction\data\processed\sources\p03019\C++\s927092130.cpp:76:11: error: a function-definition is not allowed here before '{' token
 int main(){
           ^
D:\Dev\Github\transformer-defect-prediction\data\processed\sources\p03019\C++\s927092130.cpp:149:1: error: expected '}' at end of input
 }
 ^
"
s494939482,p03636,COMPILED_CLEAN,,
s145955348,p04027,FAILED,OTHER,"ormer-defect-prediction\data\processed\sources\p04027\C++\s145955348.cpp: In function 'void solve()':
D:\Dev\Github\transformer-defect-prediction\data\processed\sources\p04027\C++\s145955348.cpp:63:23: error: 'powMod' was not declared in this scope
     temp += powMod(x,c);
                       ^
"
s767097499,p03208,FAILED,OTHER,"D:\Dev\Github\transformer-defect-prediction\data\processed\sources\p03208\C++\s767097499.cpp:1:1: error: 'n' does not name a type
 n,k = map(int,input().split())
 ^
"
s725225570,p03608,FAILED,OTHER,"D:\Dev\Github\transformer-defect-prediction\data\processed\sources\p03608\C++\s725225570.cpp:1:1: error: expected unqualified-id before numeric constant
 4 6 3
 ^
"
s144971546,p03097,FAILED,OTHER,"ion before 'void'
     function<void (int, vector<int> &)> dfs = [&](int u, vector<int> &trail) {
              ^~~~
D:\Dev\Github\transformer-defect-prediction\data\processed\sources\p03097\C++\s144971546.cpp:60:17: error: 'dfs' was not declared in this scope
     dfs(s, trail);
                 ^
"
s287137510,p02308,COMPILED_CLEAN,,
s198272745,p02287,FAILED,LINKER,"c:/mingw/bin/../lib/gcc/mingw32/6.3.0/../../../libmingw32.a(main.o):(.text.startup+0xa0): undefined reference to `WinMain@16'
collect2.exe: error: ld returned 1 exit status
"
s565777753,p01521,COMPILED_CLEAN,,
s237220706,p02314,FAILED,OTHER,"+\s237220706.cpp: In function 'int comp2(const void*, const void*)':
D:\Dev\Github\transformer-defect-prediction\data\processed\sources\p02314\C++\s237220706.cpp:12:27: error: 'numofbits' was not declared in this scope
  return numofbits(*(int*)a) - numofbits(*(int*)b);
                           ^
"
s680548840,p03849,FAILED,OTHER,"D:\Dev\Github\transformer-defect-prediction\data\processed\sources\p03849\C++\s680548840.cpp:9:36: fatal error: c:\mingw\lib\gcc\mingw32\6.3.0\include\c++\stack#include <algorithm: Invalid argument
 #include <stack#include <algorithm>
                                    ^
compilation terminated.
"
s895434051,p02770,FAILED,OTHER,"D:\Dev\Github\transformer-defect-prediction\data\processed\sources\p02770\C++\s895434051.cpp:1:1: error: 'import' does not name a type
 import numpy as np
 ^~~~~~
"
s969171641,p02572,FAILED,OTHER,"+\s969171641.cpp:22:5: error: 'cout' was not declared in this scope
     cout << res << endl;
     ^~~~
D:\Dev\Github\transformer-defect-prediction\data\processed\sources\p02572\C++\s969171641.cpp:22:20: error: 'endl' was not declared in this scope
     cout << res << endl;
                    ^~~~
"
s060345808,p03065,FAILED,OTHER,"rmer-defect-prediction\data\processed\sources\p03065\C++\s060345808.cpp: In function 'int main()':
D:\Dev\Github\transformer-defect-prediction\data\processed\sources\p03065\C++\s060345808.cpp:101:19: error: 'p' was not declared in this scope
         if(A[N] % p != 0) continue;
                   ^
"
s079477426,p02789,FAILED,OTHER,"mer-defect-prediction\data\processed\sources\p02789\C++\s079477426.cpp: In function 'int main()':
D:\Dev\Github\transformer-defect-prediction\data\processed\sources\p02789\C++\s079477426.cpp:5:24: error: expected unqualified-id before '&' token
     scanf(""%d %d"", &N. &M);
                        ^
"
s751247492,p03992,FAILED,OTHER,"D:\Dev\Github\transformer-defect-prediction\data\processed\sources\p03992\C++\s751247492.cpp: In function 'int main()':
D:\Dev\Github\transformer-defect-prediction\data\processed\sources\p03992\C++\s751247492.cpp:12:5: error: expected ',' or ';' before 'cout'
     cout<<a;
     ^~~~
"
s933900094,p02714,FAILED,OTHER,"his scope
                     count_[s[i]]++;
                     ^~~~~~
D:\Dev\Github\transformer-defect-prediction\data\processed\sources\p02714\C++\s933900094.cpp:12:15: error: 'count_' was not declared in this scope
  ll res = (ll)count_['R'] * count_['G'] * count_['B'];
               ^~~~~~
"
s003335492,p02834,FAILED,OTHER,"D:\Dev\Github\transformer-defect-prediction\data\processed\sources\p02834\C++\s003335492.cpp: In function 'int main()':
D:\Dev\Github\transformer-defect-prediction\data\processed\sources\p02834\C++\s003335492.cpp:66:9: error: expected ';' before '}' token
         }
         ^
"
s795294780,p00475,FAILED,OTHER,"24:20: error: 'ow' was not declared in this scope
  printf(""%d\n"",min(ow,oh));
                    ^~
D:\Dev\Github\transformer-defect-prediction\data\processed\sources\p00475\C++\s795294780.cpp:24:23: error: 'oh' was not declared in this scope
  printf(""%d\n"",min(ow,oh));
                       ^~
"
s109156516,p03583,COMPILED_CLEAN,,
s071690491,p00466,FAILED,OTHER,"Iostate, std::_Ios_Iostate)
   operator&(_Ios_Iostate __a, _Ios_Iostate __b)
   ^~~~~~~~
c:\mingw\lib\gcc\mingw32\6.3.0\include\c++\bits\ios_base.h:165:3: note:   no known conversion for argument 1 from 'std::basic_istream<char>::__istream_type {aka std::basic_istream<char>}' to 'std::_Ios_Iostate'
"
s189180010,p01128,FAILED,OTHER,"   t.first.second._Val[0] = gx;
                   ^~~~
D:\Dev\Github\transformer-defect-prediction\data\processed\sources\p01128\C++\s189180010.cpp:106:19: error: 'struct std::complex<double>' has no member named '_Val'; did you mean 'real'?
    t.first.second._Val[1] = gy;
                   ^~~~
"
s225387848,p03569,FAILED,OTHER,"Dev\Github\transformer-defect-prediction\data\processed\sources\p03569\C++\s225387848.cpp: In function 'int main()':
D:\Dev\Github\transformer-defect-prediction\data\processed\sources\p03569\C++\s225387848.cpp:43:15: error: 'n' was not declared in this scope
         if(i>=n)break;
               ^
"
s197031074,p03524,FAILED,OTHER,"gw32\bits\stdc++.h:75:0,
                 from D:\Dev\Github\transformer-defect-prediction\data\processed\sources\p03524\C++\s197031074.cpp:2:
c:\mingw\lib\gcc\mingw32\6.3.0\include\c++\iostream:61:18: note:   'std::cout'
   extern ostream cout;  /// Linked to standard output
                  ^~~~
"
s103319025,p03171,FAILED,OTHER,"ransformer-defect-prediction\data\processed\sources\p03171\C++\s103319025.cpp: In function 'void topDown()':
D:\Dev\Github\transformer-defect-prediction\data\processed\sources\p03171\C++\s103319025.cpp:27:12: error: 'dp' was not declared in this scope
     memset(dp, -1, sizeof(dp));
            ^~
"
s360565983,p03995,FAILED,OTHER,"D:\Dev\Github\transformer-defect-prediction\data\processed\sources\p03995\C++\s360565983.cpp: In function 'int main()':
D:\Dev\Github\transformer-defect-prediction\data\processed\sources\p03995\C++\s360565983.cpp:132:1: error: expected '}' at end of input
 }
 ^
"
s938510220,p03191,FAILED,OTHER,"transformer-defect-prediction\data\processed\sources\p03191\C++\s938510220.cpp: In function 'int main()':
D:\Dev\Github\transformer-defect-prediction\data\processed\sources\p03191\C++\s938510220.cpp:25:27: error: expected '}' at end of input
  return printf(""%d"",ans),0;
                           ^
"
s270633022,p03206,FAILED,OTHER,"D:\Dev\Github\transformer-defect-prediction\data\processed\sources\p03206\C++\s270633022.cpp: In function 'void solve()':
D:\Dev\Github\transformer-defect-prediction\data\processed\sources\p03206\C++\s270633022.cpp:36:5: error: expected ';' before '}' token
     }
     ^
"
s865379504,p00195,FAILED,OTHER,"9504.cpp:25:21: error: expected ')' before ';' token
    ll.push_back(o[0];)
                     ^
D:\Dev\Github\transformer-defect-prediction\data\processed\sources\p00195\C++\s865379504.cpp:25:22: error: expected primary-expression before ')' token
    ll.push_back(o[0];)
                      ^
"
s561987564,p04045,COMPILED_CLEAN,,
s488678282,p02127,COMPILED_CLEAN,,
s446674713,p01601,FAILED,OTHER,"ources\p01601\C++\s446674713.cpp: In function 'bool is_palindromic_number(int)':
D:\Dev\Github\transformer-defect-prediction\data\processed\sources\p01601\C++\s446674713.cpp:12:33: error: 'reverse' was not declared in this scope
     reverse(s2.begin(), s2.end());
                                 ^
"
s290051601,p02471,FAILED,LINKER,"c:/mingw/bin/../lib/gcc/mingw32/6.3.0/../../../libmingw32.a(main.o):(.text.startup+0xa0): undefined reference to `WinMain@16'
collect2.exe: error: ld returned 1 exit status
"
s486772518,p00150,FAILED,OTHER,"D:\Dev\Github\transformer-defect-prediction\data\processed\sources\p00150\C++\s486772518.cpp:1:1: error: expected unqualified-id before numeric constant
 1
 ^
"
s640302404,p00110,FAILED,OTHER,"2404.cpp: In function 'std::vector<char> splus(std::__cxx11::string, std::__cxx11::string)':
D:\Dev\Github\transformer-defect-prediction\data\processed\sources\p00110\C++\s640302404.cpp:27:27: error: 'reverse' was not declared in this scope
  reverse(s.begin(),s.end());
                           ^
"
s380834903,p00517,COMPILED_CLEAN,,
s641372472,p02131,COMPILED_CLEAN,,
s403792295,p03726,FAILED,OTHER,"transformer-defect-prediction\data\processed\sources\p03726\C++\s403792295.cpp: In function 'bool solve()':
D:\Dev\Github\transformer-defect-prediction\data\processed\sources\p03726\C++\s403792295.cpp:86:20: error: 'a' was not declared in this scope
   if(!used[i] && e[a]==1){
                    ^
"
s906687419,p01554,FAILED,OTHER,";
 ^
D:\Dev\Github\transformer-defect-prediction\data\processed\sources\p01554\C++\s906687419.cpp:5:2: error: stray '\200' in program
 ã€€int N, M;
  ^
D:\Dev\Github\transformer-defect-prediction\data\processed\sources\p01554\C++\s906687419.cpp:5:3: error: stray '\200' in program
 ã€€int N, M;
   ^
"
s792501736,p00644,FAILED,OTHER,"p00644\C++\s792501736.cpp: In function 'std::vector<int> topologicalSort(graph&)':
D:\Dev\Github\transformer-defect-prediction\data\processed\sources\p00644\C++\s792501736.cpp:28:32: error: 'reverse' was not declared in this scope
  reverse(res.begin(), res.end());
                                ^
"
s909703657,p02625,FAILED,OTHER,"er-defect-prediction\data\processed\sources\p02625\C++\s909703657.cpp: In function 'int main()':
D:\Dev\Github\transformer-defect-prediction\data\processed\sources\p02625\C++\s909703657.cpp:110:13: error: no 'operator--(int)' declared for postfix '--' [-fpermissive]
         cur2--;
         ~~~~^~
"
s638436350,p00574,FAILED,OTHER,"ion\data\processed\sources\p00574\C++\s638436350.cpp: In function 'int main()':
D:\Dev\Github\transformer-defect-prediction\data\processed\sources\p00574\C++\s638436350.cpp:98:24: error: '__popcnt' was not declared in this scope
     if ((__popcnt(s&ma1)) % 2)ans -= dp[s];
                        ^
"
s287166123,p02285,FAILED,OTHER,"\data\processed\sources\p02285\C++\s287166123.cpp:70:5: error: expected constructor, destructor, or type conversion before '(' token
 free(y);
     ^
D:\Dev\Github\transformer-defect-prediction\data\processed\sources\p02285\C++\s287166123.cpp:71:1: error: expected declaration before '}' token
 }
 ^
"
s504682300,p02363,COMPILED_CLEAN,,"D:\Dev\Github\transformer-defect-prediction\data\processed\sources\p02363\C++\s504682300.cpp:14:58: warning: left shift count >= width of type [-Wshift-count-overflow]
 const long long MAXN = 200, mod = 1000000007, inf = 1 << 62;
                                                          ^~
"
